OPER_DT,PVN,BOR,ADMD,AMT_IND,LCLS_10_P,LCLS_20_P,LCLS_30_P,LCLS_40_P,LCLS_50_P,LCLS_60_P,LCLS_70_P,LCLS_80_P
2019-02-01,대구광역시,수성구,지산1동,0.766050414,0.348986807,0.177107798,0.327439232,0.01922204,0.119067248,0.002604104,0.003521855,0.002050915
2019-02-01,대구광역시,수성구,지산2동,0.72305132,0.279963875,0.222085088,0.33093379,0.046820212,0.083920109,0.008169465,0.023761598,0.004345863
2019-02-01,대구광역시,수성구,황금1동,0.95377295,0.365659761,0.233915857,0.32330372,0.033579115,0.019041677,0.003036229,0.019404009,0.002059631
2019-02-01,대구광역시,수성구,황금2동,0.841288029,0.336892807,0.194377123,0.339071982,0.035098633,0.077848255,0.007561902,0.006114681,0.003034619
2019-02-01,대구광역시,중구,남산1동,1.382728222,0.459797707,0.137679309,0.291772056,0.037541341,0.063274362,0.00443759,0.004756834,0.000740802
2019-02-01,대구광역시,중구,남산4동,0.876836582,0.471591658,0.177876829,0.316413914,0.005376099,0.024262033,0.003919072,0.0,0.000560395
2019-02-01,대구광역시,중구,동인동,0.772180182,0.37466902,0.167776255,0.328149896,0.061699168,0.063856457,0.001656253,0.002033866,0.000159087
2019-02-01,대구광역시,중구,삼덕동,0.897874992,0.361479562,0.144797741,0.379156804,0.02407362,0.068409854,0.000962223,0.01498001,0.006140186
2019-02-01,대구광역시,중구,성내1동,1.712468938,0.275973808,0.215948162,0.3767888,0.024510311,0.089254588,0.000382166,0.01517332,0.001968847
2019-02-01,대구광역시,중구,성내2동,4.225786281,0.296069322,0.094604337,0.198922624,0.017090839,0.314419309,0.071980564,0.004933004,0.00198
2019-02-01,대구광역시,중구,성내3동,1.087380518,0.402159831,0.226443549,0.297834558,0.024154707,0.039940033,0.002018106,0.003069866,0.00437935
2019-02-01,서울특별시,노원구,공릉1동,0.725643188,0.369382468,0.208334652,0.329528804,0.024581292,0.041376693,0.012736244,0.012085469,0.001974378
2019-02-01,서울특별시,노원구,공릉2동,0.769877739,0.348670328,0.256792142,0.303399294,0.02318308,0.046226165,0.006974184,0.010609406,0.004145402
2019-02-01,서울특별시,노원구,상계10동,0.824420366,0.323874954,0.207947955,0.367501334,0.024826498,0.04611702,0.011114439,0.015480046,0.003137753
2019-02-01,서울특별시,노원구,상계1동,0.771336745,0.323027226,0.237267292,0.367905907,0.019206519,0.037812863,0.006407773,0.005847268,0.002525151
2019-02-01,서울특별시,노원구,상계2동,1.519059411,0.317206474,0.221030417,0.335985784,0.061544515,0.054578377,0.003667867,0.004976334,0.001010232
2019-02-01,서울특별시,노원구,상계3.4동,1.002017337,0.44527858,0.217776116,0.279144961,0.018866928,0.024911609,0.000979694,0.009356673,0.003685439
2019-02-01,서울특별시,노원구,상계5동,0.854140455,0.399881276,0.215607909,0.317491475,0.01632611,0.037158416,0.005772036,0.003773707,0.003989071
2019-02-01,서울특별시,노원구,상계6.7동,1.102012694,0.276154691,0.263049375,0.319044607,0.073783739,0.047768885,0.006776745,0.010794534,0.002627422
2019-02-01,서울특별시,노원구,상계9동,0.982370976,0.31670849,0.289924176,0.312346003,0.008654251,0.034973917,0.025200187,0.006861618,0.005331358
2019-02-01,서울특별시,노원구,월계1동,0.831841749,0.370611002,0.206076052,0.331991271,0.047714466,0.034896615,0.003202516,0.004615886,0.000892192
2019-02-01,서울특별시,노원구,월계2동,1.290986886,0.299174649,0.167445417,0.203184691,0.015951899,0.300204246,0.002683076,0.008395551,0.002960469
2019-02-01,서울특별시,노원구,월계3동,1.094634509,0.28678691,0.260944095,0.375426388,0.018475855,0.03892783,0.006799676,0.009529215,0.00311003
2019-02-01,서울특별시,노원구,중계1동,0.798436887,0.312704429,0.212900992,0.368124821,0.059055774,0.034044641,0.001487832,0.009128864,0.002552646
2019-02-01,서울특별시,노원구,중계2.3동,1.480541009,0.377032181,0.216066514,0.3415758,0.014202801,0.034542848,0.004761256,0.008554126,0.003264474
2019-02-01,서울특별시,노원구,중계4동,1.00491699,0.320405513,0.245507512,0.344533277,0.015046337,0.059803305,0.0,0.007619888,0.007084169
2019-02-01,서울특별시,노원구,중계본동,1.283061169,0.310582427,0.264188232,0.336758001,0.031541095,0.039514746,0.004940466,0.006784337,0.005690696
2019-02-01,서울특별시,노원구,하계1동,1.213963042,0.320933215,0.263893287,0.329909132,0.028331012,0.038679765,0.003841484,0.011224656,0.003187448
2019-02-01,서울특별시,노원구,하계2동,1.57789806,0.349912155,0.295210565,0.279093842,0.042629788,0.023011571,0.006004075,0.000373009,0.003764995
2019-02-01,서울특별시,중구,광희동,1.333575601,0.36344692,0.213400813,0.317891069,0.025101276,0.058216912,0.002061203,0.015406439,0.004475367
2019-02-01,서울특별시,중구,다산동,1.214385301,0.305121125,0.218340159,0.379203485,0.023284759,0.056543963,0.006930647,0.009616949,0.000958913
2019-02-01,서울특별시,중구,동화동,0.762352682,0.375367518,0.171391841,0.356872439,0.040101003,0.041522558,0.000643843,0.013134679,0.000966119
2019-02-01,서울특별시,중구,명동,1.745168596,0.346485435,0.177340586,0.299163886,0.021181451,0.069542971,0.067368526,0.014005439,0.004911705
2019-02-01,서울특별시,중구,소공동,1.668359661,0.287643217,0.185728123,0.383557047,0.04173945,0.081483127,0.004215161,0.010749455,0.00488442
2019-02-01,서울특별시,중구,신당5동,0.74822916,0.257459154,0.267580538,0.340295018,0.065772761,0.036653484,0.009564979,0.01961564,0.003058426
2019-02-01,서울특별시,중구,신당동,1.878196233,0.316038093,0.191043816,0.311998783,0.104371158,0.057766726,0.00622564,0.011342769,0.001213015
2019-02-01,서울특별시,중구,약수동,1.138265371,0.35341235,0.259020496,0.322339368,0.026721474,0.030570611,0.004140408,0.002500943,0.001294352
2019-02-01,서울특별시,중구,을지로동,1.94138166,0.360481921,0.227674207,0.244948266,0.067604302,0.076391433,0.001854256,0.019241795,0.00180382
2019-02-01,서울특별시,중구,장충동,0.683687321,0.373372549,0.201398568,0.28919403,0.057395637,0.065405417,0.000252734,0.012119556,0.000861508
2019-02-01,서울특별시,중구,중림동,1.015312542,0.341080128,0.203690679,0.338679187,0.032535156,0.071673763,0.002755937,0.007953233,0.001631917
2019-02-01,서울특별시,중구,청구동,1.236395662,0.311755018,0.215882872,0.333072314,0.053606593,0.051296284,0.029066657,0.004128422,0.00119184
2019-02-01,서울특별시,중구,필동,1.318690718,0.350256591,0.17797229,0.317444261,0.068761341,0.06347473,0.015861835,0.006022121,0.000206831
2019-02-01,서울특별시,중구,황학동,1.01749727,0.303501738,0.245677555,0.348275533,0.024388781,0.055971024,0.00887972,0.008611192,0.004694457
2019-02-01,서울특별시,중구,회현동,1.216538711,0.314160288,0.177853869,0.385830319,0.022535727,0.077029758,0.005858141,0.013179325,0.003552573
2019-02-02,대구광역시,수성구,고산1동,0.940026329,0.294435784,0.201915268,0.386313665,0.029037347,0.070550433,0.006488246,0.007127435,0.004131821
2019-02-02,대구광역시,수성구,고산2동,1.172479111,0.378596525,0.20149795,0.305089835,0.012242518,0.0653533,0.009838503,0.016097693,0.011283675
2019-02-02,대구광역시,수성구,고산3동,0.895911652,0.383677077,0.202343326,0.314493103,0.007657196,0.05577253,0.00984422,0.020163374,0.006049173
2019-02-02,대구광역시,수성구,두산동,1.092902277,0.222192139,0.227885826,0.42063176,0.022485716,0.086529815,0.006243095,0.005434299,0.008597349
2019-02-02,대구광역시,수성구,만촌1동,1.25374066,0.399165496,0.20731233,0.322715979,0.024787896,0.035269584,0.007164948,0.001643941,0.001939825
2019-02-02,대구광역시,수성구,만촌3동,0.807796772,0.374144299,0.195044101,0.350727776,0.019764103,0.041298935,0.002042119,0.01606623,0.000912436
2019-02-02,대구광역시,수성구,범물1동,0.918263275,0.372037214,0.210582365,0.342944105,0.015629718,0.039236446,0.003159226,0.013497203,0.002913721
2019-02-02,대구광역시,수성구,범물2동,0.858761541,0.344444095,0.208499855,0.324082295,0.031517625,0.068603101,0.00479005,0.016347665,0.001715313
2019-02-02,대구광역시,수성구,범어1동,1.181520412,0.30706349,0.205217651,0.333184651,0.027858733,0.102399741,0.002879196,0.018404459,0.002992079
2019-02-02,대구광역시,수성구,범어2동,0.937827561,0.385270655,0.215632152,0.297474385,0.019573297,0.051689741,0.009212318,0.019576176,0.001571276
2019-02-02,대구광역시,수성구,범어3동,1.14280222,0.264634461,0.226507924,0.37145378,0.011425645,0.102559588,0.00308699,0.01620733,0.004124282
2019-02-02,대구광역시,수성구,범어4동,1.062894922,0.41570854,0.187515156,0.328141701,0.006641862,0.04064944,0.01038191,0.009421073,0.001540319
2019-02-02,대구광역시,수성구,수성1가동,0.705007597,0.391342666,0.177058447,0.365590734,0.011796033,0.044078623,0.002102678,0.006869701,0.001161119
2019-02-02,대구광역시,수성구,수성2.3가동,1.119962461,0.380110023,0.200754058,0.323920139,0.04347214,0.04026016,0.0,0.000525527,0.010957953
2019-02-02,대구광역시,수성구,수성4가동,1.022052479,0.324154976,0.245416016,0.321365437,0.009904976,0.097909642,0.0,0.0,0.001248953
2019-02-02,대구광역시,수성구,중동,0.781238762,0.322915025,0.172911201,0.397646688,0.01576155,0.060152943,0.003099689,0.00523588,0.022277025
2019-02-02,대구광역시,수성구,지산1동,0.798443367,0.315506816,0.206879192,0.347273124,0.045300599,0.068271186,0.007670117,0.003491778,0.005607187
2019-02-02,대구광역시,수성구,지산2동,0.764009318,0.287381906,0.23697851,0.322375548,0.032670281,0.072799251,0.009886178,0.02107374,0.016834585
2019-02-02,대구광역시,수성구,황금1동,0.97776501,0.339174869,0.251782117,0.337897511,0.025293688,0.039123731,0.0,0.003111939,0.003616145
2019-02-02,대구광역시,수성구,황금2동,0.900834042,0.341153772,0.212152142,0.327899043,0.024045145,0.073432807,0.015432041,0.004903928,0.000981121
2019-02-02,대구광역시,중구,남산1동,1.103978194,0.397523462,0.163988923,0.334803941,0.039838944,0.044335138,0.003056972,0.015451402,0.001001219
2019-02-02,대구광역시,중구,남산4동,0.996405943,0.477485924,0.156326648,0.325837131,0.016554579,0.020247224,0.0,0.0,0.003548494
2019-02-02,대구광역시,중구,동인동,0.849239665,0.375772813,0.178533335,0.334630428,0.022181593,0.077709013,0.009161368,0.001144177,0.000867273
2019-02-02,대구광역시,중구,삼덕동,1.00746674,0.369415052,0.160294334,0.333035512,0.033522281,0.079429234,0.009150626,0.015152961,0.0
2019-02-02,대구광역시,중구,성내1동,1.745171835,0.253765769,0.21678723,0.38580496,0.023477361,0.107328112,0.004247365,0.006807005,0.001782198
2019-02-02,대구광역시,중구,성내2동,1.882518173,0.243991398,0.194123739,0.417232856,0.019662083,0.098802912,0.003907844,0.016568277,0.005710891
2019-02-02,대구광역시,중구,성내3동,1.049295174,0.360809638,0.236436813,0.290489894,0.015428373,0.068373509,0.005613826,0.018758896,0.004089051
2019-02-02,서울특별시,노원구,공릉1동,0.658496522,0.301586745,0.218989866,0.37057164,0.04692459,0.048050982,0.003560624,0.008253605,0.002061948
2019-02-02,서울특별시,노원구,공릉2동,0.754553319,0.296305234,0.270263164,0.34316593,0.018309956,0.048071809,0.010170655,0.007468194,0.006245059
2019-02-02,서울특별시,노원구,상계10동,0.854886698,0.317899939,0.2225364,0.352950787,0.015277452,0.057820699,0.026202971,0.006736969,0.000574784
2019-02-02,서울특별시,노원구,상계1동,0.795926015,0.262859048,0.248963336,0.380970573,0.024267257,0.056995474,0.011217761,0.008866656,0.005859896
2019-02-02,서울특별시,노원구,상계2동,1.469158388,0.286554952,0.236500942,0.364658698,0.039051092,0.060399768,0.004128288,0.00596782,0.00273844
2019-02-02,서울특별시,노원구,상계3.4동,0.954247046,0.374166909,0.22230641,0.331418832,0.031866542,0.02967043,0.0,0.004423347,0.006147529
2019-02-02,서울특별시,노원구,상계5동,0.916428449,0.330025552,0.244074571,0.334647935,0.015868511,0.03877911,0.026648178,0.004927792,0.005028351
2019-02-02,서울특별시,노원구,상계6.7동,1.123935579,0.271950393,0.263438988,0.34467714,0.056588249,0.046032241,0.008570231,0.004328247,0.004414511
2019-02-02,서울특별시,노원구,상계9동,0.938491727,0.285045989,0.24519256,0.364333982,0.016079842,0.059746772,0.009431722,0.016841622,0.003327512
2019-02-02,서울특별시,노원구,월계1동,0.755269322,0.348190002,0.205377685,0.323925886,0.070692489,0.035250522,0.002615728,0.011438407,0.002509281
2019-02-02,서울특별시,노원구,월계2동,0.939852458,0.352475037,0.227156202,0.327810269,0.019868828,0.045498805,0.015982023,0.005013342,0.006195493
2019-02-02,서울특별시,노원구,월계3동,1.105530075,0.243482815,0.269034634,0.372285517,0.024405151,0.042035959,0.036669431,0.007370225,0.004716267
2019-02-02,서울특별시,노원구,중계1동,0.834669045,0.317545004,0.209787147,0.382595121,0.036513383,0.04335758,0.00431373,0.003146021,0.002742013
2019-02-02,서울특별시,노원구,중계2.3동,1.452805859,0.329699239,0.230903571,0.373700418,0.014939572,0.031830144,0.006284587,0.009973987,0.002668482
2019-02-02,서울특별시,노원구,중계4동,0.964691195,0.308103585,0.270108673,0.337041961,0.019388712,0.039174836,0.002062629,0.021880659,0.002238946
2019-02-02,서울특별시,노원구,중계본동,1.357089246,0.293558978,0.283307201,0.348242373,0.011299555,0.033928639,0.021874419,0.007089079,0.0006997559999999999
2019-02-02,서울특별시,노원구,하계1동,1.064078542,0.325012823,0.248798498,0.330154971,0.035769925,0.039136587,0.00457806,0.014743407,0.001805729
2019-02-02,서울특별시,노원구,하계2동,1.560953721,0.300090529,0.320997883,0.306586306,0.009347582,0.039653715,0.015446584,0.004370761,0.003506641
2019-02-02,서울특별시,중구,광희동,1.218764478,0.286085072,0.234788863,0.364653098,0.014462637,0.061179493,0.007477654,0.020891784,0.010461399
2019-02-02,서울특별시,중구,다산동,0.972495958,0.25430794,0.234164798,0.368243216,0.041739595,0.069883486,0.01587395,0.014435551,0.001351464
2019-02-02,서울특별시,중구,동화동,0.478853055,0.326061192,0.246873904,0.32195095,0.028396194,0.047912234,0.012301409,0.015991042,0.000513076
2019-02-02,서울특별시,중구,명동,0.877984563,0.263637363,0.210685,0.364284644,0.018428985,0.086127733,0.007722111,0.03881689,0.010297275
2019-02-02,서울특별시,중구,소공동,1.115389974,0.303999677,0.227290716,0.344573745,0.028021676,0.084229382,0.002679917,0.006678432,0.002526454
2019-02-02,서울특별시,중구,신당5동,0.945169028,0.269334284,0.244189189,0.36118638,0.042635373,0.046252259,0.011213431,0.021397383,0.003791703
2019-02-02,서울특별시,중구,신당동,1.077051923,0.333914265,0.218697112,0.356554289,0.032298649,0.044697865,0.006295239,0.006847469,0.000695112
2019-02-02,서울특별시,중구,약수동,1.223784063,0.305777005,0.28541283,0.312699492,0.050386696,0.038228992,0.001744851,0.002125855,0.003624279
2019-02-02,서울특별시,중구,을지로동,1.652997442,0.26700432,0.302752983,0.271854173,0.06641489,0.071581605,0.001583879,0.014887763,0.003920388
2019-02-02,서울특별시,중구,장충동,0.634688052,0.318768632,0.245328601,0.328839348,0.035111893,0.065547963,0.004764303,0.001639261,0.0
2019-02-02,서울특별시,중구,중림동,1.17761857,0.346277002,0.239081425,0.338398859,0.021269949,0.05135986,0.0,0.003473818,0.000139087
2019-02-02,서울특별시,중구,청구동,1.431372189,0.361818575,0.244336947,0.323977874,0.02208333,0.032607986,0.00745957,0.005555256,0.002160461
2019-02-02,서울특별시,중구,필동,0.846679115,0.32399938,0.230407882,0.320199961,0.028964868,0.066248598,0.011194016,0.011346917,0.007638378
2019-02-02,서울특별시,중구,황학동,0.997930825,0.281656479,0.275407943,0.33960207,0.024423831,0.058557025,0.002147325,0.010550762,0.007654564
2019-02-02,서울특별시,중구,회현동,1.231599625,0.318834969,0.164512723,0.391932996,0.017318213,0.073710663,0.005387307,0.02263844,0.005664689
2019-02-03,대구광역시,수성구,고산1동,0.943637665,0.309711291,0.198322524,0.371807793,0.026685684,0.08364547,0.001451447,0.005683189,0.002692602
2019-02-03,대구광역시,수성구,고산2동,1.153765823,0.386694604,0.216159688,0.270363531,0.02332275,0.065334495,0.021953824,0.01566051,0.000510598
2019-02-03,대구광역시,수성구,고산3동,0.924304488,0.336969484,0.226798362,0.334047348,0.011821742,0.077439923,0.0,0.009240385,0.003682756
2019-02-03,대구광역시,수성구,두산동,0.933238874,0.234360426,0.199388072,0.38538617,0.014774566,0.149569405,0.005207405,0.001945834,0.009368122
2019-02-03,대구광역시,수성구,만촌1동,1.234506838,0.363161785,0.227854468,0.321250612,0.021885279,0.029026261,0.011134002,0.022466145,0.003221447
2019-02-03,대구광역시,수성구,만촌3동,0.768981385,0.351170414,0.242942971,0.315627563,0.007424978,0.066524964,0.005840833,0.008552698,0.00191558
2019-02-03,대구광역시,수성구,범물1동,0.820164303,0.351373691,0.16051748,0.3681852,0.030139575,0.072209494,0.001610047,0.011520179,0.004444335
2019-02-03,대구광역시,수성구,범물2동,0.88571049,0.304632479,0.207145331,0.354303025,0.024045777,0.082051445,0.00698353,0.010640205,0.010198209
2019-02-03,대구광역시,수성구,범어1동,1.074100433,0.264741413,0.177586185,0.358437543,0.023111089,0.170529994,0.00120653,0.002924328,0.001462918
2019-02-03,대구광역시,수성구,범어2동,0.804531018,0.424972835,0.193378019,0.267077285,0.012080967,0.099806235,0.0,0.0,0.002684659
2019-02-03,대구광역시,수성구,범어3동,0.834468176,0.222778716,0.224786408,0.391428701,0.019727059,0.11786755,0.0044705,0.018431162,0.000509904
2019-02-03,대구광역시,수성구,범어4동,0.9122685,0.418488703,0.184335376,0.289862667,0.01596752,0.080430288,0.004261688,0.004895812,0.001757946
2019-02-03,대구광역시,수성구,수성1가동,0.666553992,0.355000694,0.210637853,0.323169332,0.028115183,0.072388535,0.002489154,0.004713137,0.003486112
2019-02-03,대구광역시,수성구,수성2.3가동,0.897417095,0.404787577,0.20310379,0.313050552,0.015169967,0.046931108,0.013018301,0.002843617,0.001095087
2019-02-03,대구광역시,수성구,수성4가동,0.863413944,0.27118767,0.258235793,0.380633848,0.0117136,0.070496737,0.005572247,0.000681678,0.001478428
2019-02-03,대구광역시,수성구,중동,0.717099743,0.345627059,0.17762391,0.307316699,0.019057291,0.132668623,0.00456365,0.009765337,0.003377432
2019-02-03,대구광역시,수성구,지산1동,0.954135812,0.276352733,0.175834139,0.287440852,0.016964945,0.222670362,0.007494701,0.008086662,0.005155607
2019-02-03,대구광역시,수성구,지산2동,0.691205899,0.288326781,0.244982978,0.32157847,0.041327255,0.076181454,0.001041605,0.00606006,0.020501398
2019-02-03,대구광역시,수성구,황금1동,1.016735909,0.343526613,0.228653064,0.311560645,0.009030559,0.07698121,0.014314848,0.008642336,0.007290726
2019-02-03,대구광역시,수성구,황금2동,0.909216575,0.355394842,0.221741094,0.325109887,0.028447941,0.060000727,0.004446557,0.002850424,0.002008529
2019-02-03,대구광역시,중구,남산1동,0.964671756,0.388253311,0.201865022,0.289210227,0.036141483,0.072752034,0.002556926,0.007566944,0.001654053
2019-02-03,대구광역시,중구,남산4동,0.860601767,0.401040791,0.18107929,0.325137346,0.019298677,0.070478633,0.0,0.001824584,0.001140679
2019-02-03,대구광역시,중구,동인동,0.725475797,0.371670693,0.191839999,0.319824136,0.017217927,0.089298693,0.003585673,0.006562879,0.0
2019-02-03,대구광역시,중구,삼덕동,0.938497127,0.354859423,0.117466972,0.343978238,0.028113755,0.142086573,0.003922796,0.004184009,0.005388235
2019-02-03,대구광역시,중구,성내1동,1.507158416,0.21355687,0.172558848,0.33115703,0.03303459,0.230063894,0.001628466,0.016328127,0.001672175
2019-02-03,대구광역시,중구,성내2동,1.770604542,0.236209354,0.18242826,0.391967302,0.01084354,0.154220925,0.002867586,0.01025262,0.011210413
2019-02-03,대구광역시,중구,성내3동,1.063935989,0.396821989,0.217493118,0.268420566,0.012337897,0.083103933,0.000322785,0.017116739,0.004382973
2019-02-03,서울특별시,노원구,공릉1동,0.62194686,0.333321126,0.214048505,0.286184488,0.023624278,0.124236657,0.010649465,0.006213135,0.001722345
2019-02-03,서울특별시,노원구,공릉2동,0.716704483,0.320925121,0.269443103,0.293443434,0.020535397,0.080220846,0.004912083,0.008054104,0.002465911
2019-02-03,서울특별시,노원구,상계10동,0.737876806,0.330297698,0.23775334,0.33422303,0.022410396,0.065951039,-0.000261494,0.00390289,0.005723101
2019-02-03,서울특별시,노원구,상계1동,0.727253386,0.271564771,0.235880426,0.36645529,0.023865351,0.086209915,0.005711832,0.005529346,0.004783069
2019-02-03,서울특별시,노원구,상계2동,1.388983264,0.291705898,0.231708064,0.307964847,0.021612769,0.127089357,0.005195209,0.013512208,0.001211648
2019-02-03,서울특별시,노원구,상계3.4동,1.002250606,0.427368147,0.212506344,0.243278699,0.029302618,0.06638547,0.00484884,0.007395559,0.008914323
2019-02-03,서울특별시,노원구,상계5동,0.940918364,0.344083609,0.20463361,0.308550389,0.016477775,0.098150638,0.011044675,0.015128969,0.001930336
2019-02-03,서울특별시,노원구,상계6.7동,1.064211375,0.264141583,0.261919994,0.281867383,0.025745303,0.146209442,0.008651374,0.008313,0.00315192
2019-02-03,서울특별시,노원구,상계9동,0.897687082,0.286802398,0.265926215,0.327658907,0.019384425,0.072484975,0.023295076,0.003317556,0.001130447
2019-02-03,서울특별시,노원구,월계1동,0.719063083,0.359865892,0.22742265,0.299679316,0.026586404,0.078344777,0.002396997,0.003261077,0.002442887
2019-02-03,서울특별시,노원구,월계2동,0.848386508,0.344906394,0.250605474,0.307531859,0.01931941,0.052342528,0.009533047,0.013029814,0.002731475
2019-02-03,서울특별시,노원구,월계3동,1.071709434,0.285189066,0.271417542,0.332247777,0.031839984,0.060453193,0.005627752,0.01134334,0.001881347
2019-02-03,서울특별시,노원구,중계1동,0.726148603,0.311661764,0.27400713,0.30546971,0.044496605,0.05500235,0.00486731,0.00229776,0.002197372
2019-02-03,서울특별시,노원구,중계2.3동,1.217671574,0.321816429,0.226209834,0.332875637,0.012031776,0.083225029,0.007906301,0.011722605,0.00421239
2019-02-03,서울특별시,노원구,중계4동,0.823538051,0.304867662,0.238077379,0.352794845,0.021359253,0.063844993,0.014841848,0.00232371,0.00189031
2019-02-03,서울특별시,노원구,중계본동,1.038484923,0.325162999,0.270289692,0.335378517,0.017793788,0.041050642,0.00654216,0.000756025,0.003026178
2019-02-03,서울특별시,노원구,하계1동,1.060735032,0.338793593,0.252878553,0.282959833,0.031479552,0.078293876,0.006210471,0.008717668,0.000666455
2019-02-03,서울특별시,노원구,하계2동,1.298517343,0.347674613,0.300990568,0.258684048,0.009950586,0.055170882,0.016690071,0.002910866,0.007928366
2019-02-03,서울특별시,중구,광희동,1.215230898,0.27620519,0.22562764,0.305333295,0.013792873,0.149437456,0.005338018,0.018673096,0.005592433
2019-02-03,서울특별시,중구,다산동,0.749384701,0.271569144,0.220494766,0.335166974,0.034769248,0.108239917,0.011549467,0.016338481,0.001872002
2019-02-03,서울특별시,중구,동화동,0.490300473,0.346553834,0.254629635,0.300550986,0.011203633,0.07925362,0.0,0.005605671,0.002202621
2019-02-03,서울특별시,중구,명동,1.04249368,0.266169755,0.188955757,0.254844268,0.015958803,0.191980847,0.003189048,0.072351931,0.00654959
2019-02-03,서울특별시,중구,소공동,1.211997542,0.275631868,0.225131869,0.271591868,0.017387415,0.187565506,0.002551731,0.016433328,0.003706415
2019-02-03,서울특별시,중구,신당5동,0.863875081,0.275538332,0.256362159,0.324839204,0.042816514,0.078169828,0.007386317,0.014034441,0.000853205
2019-02-03,서울특별시,중구,신당동,0.806711427,0.323851143,0.219667199,0.293307162,0.047167475,0.09317279,0.015745138,0.005598282,0.001490811
2019-02-03,서울특별시,중구,약수동,1.182291492,0.324536735,0.287171344,0.291271521,0.020543361,0.062775529,0.010462931,0.001473598,0.001764983
2019-02-03,서울특별시,중구,을지로동,1.862870732,0.22256123,0.26894354,0.232645668,0.028980827,0.229010818,0.001379156,0.009574477,0.006904283
2019-02-03,서울특별시,중구,장충동,0.6282397,0.316715274,0.231689611,0.294213871,0.037998558,0.100144637,0.011017433,0.006438697,0.001781918
2019-02-03,서울특별시,중구,중림동,1.273837358,0.27752162,0.228792427,0.253659762,0.03567777,0.184309524,0.010520209,0.00793841,0.001580278
2019-02-03,서울특별시,중구,청구동,1.194363119,0.301819028,0.259859532,0.322264393,0.03093004,0.059135718,0.010579164,0.013521438,0.001890686
2019-02-03,서울특별시,중구,필동,0.804649812,0.327916999,0.19738392,0.237488116,0.016333055,0.201709606,0.003550606,0.015053334,0.000564366
2019-02-03,서울특별시,중구,황학동,0.912249061,0.310940252,0.230853146,0.302120146,0.031537457,0.10869903,0.008074295,0.003309389,0.004466285
2019-02-03,서울특별시,중구,회현동,1.216814097,0.365787095,0.161216092,0.287218477,0.010391951,0.160676303,0.003679118,0.008181143,0.002849821
2019-02-04,대구광역시,수성구,고산1동,0.954552671,0.267102269,0.218931844,0.3739662,0.027809303,0.087976125,0.003291132,0.016891801,0.004031326
2019-02-04,대구광역시,수성구,고산2동,1.556855329,0.325366406,0.211696265,0.308926055,0.014516107,0.113704824,0.002616874,0.010561142,0.012612327
2019-02-04,대구광역시,수성구,고산3동,0.90146473,0.317060246,0.231653593,0.340809186,0.015713626,0.066412533,0.00662528,0.016660836,0.005064699
